Time,X,Y,Theta,Linear Velocity,Angular Velocity
5.433000192,-1.9898587465,-0.4999964237,2.11906242435729E-05,0.010005163,8.53761594044045E-06
5.466000128,-1.989528656,-0.4999963939,2.13435201706508E-05,0.010005163,8.54694189911243E-06
5.5,-1.9891885519,-0.4999963641,2.15013710499147E-05,0.010005163,8.55656981002539E-06
5.532999936,-1.9888584614,-0.4999963641,2.16548927125294E-05,0.010005164,8.56593214848544E-06
5.565999872,-1.9885283709,-0.4999963343,2.18087254238845E-05,0.010005164,8.57531267683953E-06
5.599999744,-1.9881882668,-0.4999963045,2.19675440104018E-05,0.010005164,0.000008585
5.633000192,-1.9877048731,-0.4999962747,2.22006741466826E-05,0.0150053045,5.4296433518175E-06
5.666000128,-1.9870564938,-0.4999962449,2.2411721639925E-05,0.0200053155,5.90337458561407E-06
5.7,-1.9863764048,-0.4999962151,0.00002257,0.020005187,9.58918280957732E-06
5.732999936,-1.9857162237,-0.4999961853,2.27633613536479E-05,0.0200051945,9.85070255410392E-06
5.765999872,-1.9850561619,-0.4999961555,2.29601970108471E-05,0.0200051945,9.89243835647358E-06
5.801000192,-1.9843760729,-0.4999960959,0.000023164,0.0200051963,9.9186117950012E-06
5.833000192,-1.9837158918,-0.4999960661,2.33627050204469E-05,0.0200051963,9.94291258393787E-06
5.867000064,-1.98305583,-0.4999960363,2.35621764066228E-05,0.0200051963,9.96722428681096E-06
5.9,-1.982375741,-0.4999960065,2.37685345214839E-05,0.0200051982,9.99236635834677E-06
5.932999936,-1.98171556,-0.4999959767,2.39696430063965E-05,0.0200051982,1.00168654171284E-05
5.965999872,-1.9810554981,-0.4999959469,2.41715591267079E-05,0.0200052001,1.00414617918432E-05
5.999999744,-1.9803754091,-0.4999959171,2.43804492876151E-05,0.0200052001,1.00669049061253E-05
6.033000192,-1.9797152281,-0.4999958873,0.000024584,0.0200052001,1.00916986411903E-05
6.066000128,-1.9790551662,-0.4999958575,2.47884233880203E-05,0.0200052019,1.01165896921884E-05
6.1,-1.978374958,-0.4999957979,2.49998783369482E-05,0.0200052019,1.01423383966903E-05
6.132999936,-1.9777148962,-0.4999957681,0.000025206,0.0200052038,1.01674304460175E-05
6.165999872,-1.9770548344,-0.4999957383,2.54128583214906E-05,0.0200052038,1.01926207207725E-05
6.200000256,-1.9763746262,-0.4999957085,2.56269053434527E-05,0.0200052056,1.02186795629677E-05
6.233000192,-1.9757145643,-0.4999956787,2.58355099215922E-05,0.0200052056,1.02440735645359E-05
6.267000064,-1.9750545025,-0.4999956489,0.000026045,0.0200052056,1.02695676105213E-05
6.3,-1.9743742943,-0.4999956191,2.62616285330306E-05,0.0200052075,1.02959411378833E-05
6.332999936,-1.9737142324,-0.4999955595,2.64727924422071E-05,0.0200052075,1.0321641639166E-05
6.365999872,-1.9730541706,-0.4999955297,2.66848076427145E-05,0.0200052094,1.03474440038553E-05
6.399999744,-1.9723739624,-0.4999954998,2.69041406746104E-05,0.0200052094,1.0374135854363E-05
6.433000192,-1.9717139006,-0.49999547,2.71178966567866E-05,0.0200052112,1.04001574072754E-05
6.466000128,-1.9710538387,-0.4999954402,2.73325130253112E-05,0.0200052112,1.04262835520785E-05
6.5,-1.9702154398,-0.4999953806,2.76366514098769E-05,0.0250053164,7.72687690187013E-06
6.532999936,-1.9692370892,-0.4999953508,2.79242114411897E-05,0.0300053731,8.08837467047852E-06
6.565999872,-1.9682469368,-0.4999952912,2.81500946869425E-05,0.0300052445,1.18104608191061E-05
6.600000256,-1.9672268629,-0.4999952614,2.84258475983175E-05,0.030005252,1.212113420479E-05
6.633000192,-1.9662367105,-0.4999952018,0.000028698,0.0300052539,1.21886714623543E-05
6.666000128,-1.9652465582,-0.499995172,0.000028972,0.0300052557,1.22400706459302E-05
6.7,-1.9642264843,-0.4999951124,2.92560967662135E-05,0.0300052576,1.22921464935644E-05
6.732999936,-1.9632363319,-0.4999950826,2.95335067853365E-05,0.0300052594,1.23429108498385E-05
6.765999872,-1.9622462988,-0.499995023,2.98125902831951E-05,0.0300052613,0.000012394
6.799999744,-1.9612261057,-0.4999949932,3.01019038291439E-05,0.0300052632,1.24469115689863E-05
6.833000192,-1.9602359533,-0.4999949336,3.0384434329329E-05,0.0300052632,1.24986054288456E-05
6.866000128,-1.9592459202,-0.4999949038,3.06686692312266E-05,0.030005265,1.25506121548824E-05
6.9,-1.9582257271,-0.4999948442,3.09633215380552E-05,0.0300052669,1.26045242723194E-05
6.932999936,-1.9572356939,-0.4999947846,3.12510689262424E-05,0.0300052688,1.26571731016156E-05
6.965999872,-1.9560922384,-0.499994725,3.16304356359055E-05,0.0350054167,9.7540951173869E-06
7.000000256,-1.9547438622,-0.4999946654,3.2005305780912E-05,0.0400053971,1.08951380752842E-05
7.033000192,-1.9534238577,-0.4999946356,3.23184500274373E-05,0.0400053114,1.44078121593338E-05
7.066000128,-1.952103734,-0.499994576,3.26718814549939E-05,0.0400053188,0.000014736
7.1,-1.950743556,-0.4999945164,3.30418403038218E-05,0.0400053225,1.48442186400644E-05
7.132999936,-1.9494234324,-0.4999944568,3.34040611326243E-05,0.0400053225,1.49337456605281E-05
7.165999872,-1.9481033087,-0.4999943972,3.37692214631583E-05,0.0400053263,1.50228888742276E-05
7.198999808,-1.9467432499,-0.4999943376,3.41485408788081E-05,0.04000533,1.51154654304264E-05
7.233000192,-1.9454231262,-0.499994278,3.45197220946952E-05,0.0400053337,1.52060538312071E-05
7.266000128,-1.9441030025,-0.4999942183,3.48939010203157E-05,0.0400053337,1.52973771037068E-05
7.3,-1.9427428246,-0.4999941587,3.52825846407227E-05,0.0400053374,1.53922446770594E-05
7.333999872,-1.9414227009,-0.4999940991,3.5662929971584E-05,0.0400053412,1.54850822582375E-05
7.365999872,-1.9401026964,-0.4999940097,3.6046349410089E-05,0.0400053449,1.55786747200182E-05
7.400000256,-1.9387425184,-0.4999939501,3.64446227911427E-05,0.0400053449,1.56759015226271E-05
7.433000192,-1.9374223948,-0.4999938905,3.68343614307869E-05,0.0400053486,0.000015771
7.466000128,-1.9361022711,-0.4999938309,3.72272469380022E-05,0.0400053523,1.58669081429252E-05
7.499000064,-1.9347422123,-0.4999937713,3.76353647394737E-05,0.0400053561,1.59664523380343E-05
7.532,-1.9334220886,-0.4999937117,3.80347258817418E-05,0.0400053598,1.60638646775624E-05
7.565999872,-1.9319486618,-0.4999936223,3.8535085102268E-05,0.0450055115,1.33513340188074E-05
7.599999744,-1.9304186106,-0.4999935627,3.89484125156134E-05,0.0450053811,1.71431129274424E-05
7.631999744,-1.9287801981,-0.4999934733,3.94918019670228E-05,0.050005544,1.47015789480065E-05
7.666000128,-1.9271301031,-0.4999933839,3.99377258352484E-05,0.0500054136,1.85318040166749E-05
7.7,-1.9254299402,-0.4999933243,4.04435820694638E-05,0.0500054248,1.89444144780282E-05
7.732999936,-1.9237798452,-0.4999932349,4.09424497110958E-05,0.0500054285,0.000019114
7.765999872,-1.9221297503,-0.4999931455,4.14465560686646E-05,0.0500054322,1.92690677067731E-05
7.800000256,-1.9204295874,-0.4999930561,4.19712935083384E-05,0.0500054359,1.94293879758334E-05
7.833000192,-1.9187794924,-0.4999929667,4.24858263659131E-05,0.0500054397,1.9586572307162E-05
7.866000128,-1.9168511629,-0.4999928474,4.32185044497874E-05,0.0600060076,0.000013179
7.9,-1.9146528244,-0.499992758,4.38478270326469E-05,0.0650056079,1.97447570826625E-05
7.933999872,-1.9123543501,-0.4999926388,4.45686197793715E-05,0.0700056851,2.10967264138162E-05
7.965999872,-1.9098910093,-0.4999925196,4.53411157422419E-05,0.0750057176,0.000022691
