Time,Range,Bearing,Range,Bearing,Range,Bearing,Range,Bearing
23.766000384,nan,nan,1.0187767348,-1.4534858993,2.6275519507,0.4672359565,nan,nan
23.799999232,4.3260742825,-3.8337537169,1.1721503308,-1.3027104448,2.7000045236,0.622502707,nan,nan
23.833000704,4.4938294713,-3.5813820914,0.9648389621,-1.327028452,2.9087506769,0.4224387515,nan,nan
23.866000128,3.9701561736,-3.9526062637,1.2055202357,-1.5757739148,2.7859930104,0.4349267779,nan,nan
23.899998976,3.5637427724,-3.7837152616,1.1661692658,-1.4351226685,3.1284047457,0.4246505433,nan,nan
23.933000448,4.3237389219,-3.9222881013,0.9195542755,-1.5571372529,3.1585270682,0.4794109543,nan,nan
23.965999872,3.8940783668,-3.5640360983,1.1708805149,-1.5077597114,2.7672705181,0.3752217253,nan,nan
24.000000768,4.3718923704,-3.8064277536,0.8808459563,-1.5157021088,2.3970802745,0.3584356217,nan,nan
24.033000192,4.2842415428,-3.8577233993,1.2087783141,-1.5989157905,3.4758136053,0.2895016982,4.2558806227,1.5778591564
24.065999616,3.8279672437,-3.776380177,0.8550903439,-1.5142284947,2.6022848232,0.375747054,4.4623642022,1.7739199393
24.100000512,4.2815305264,-3.6793022811,1.0733951299,-1.7152946044,2.3572836056,0.4411232331,nan,nan
24.132999936,4.0641396967,-3.9577664595,1.3391244987,-1.6578298405,3.1578240904,0.4608745609,nan,nan
24.16599936,nan,nan,0.7792451858,-1.7505419644,2.766530225,0.5264165409,nan,nan
24.200000256,3.8684820483,-3.9261403875,0.7496814312,-1.6735012645,3.2599801953,0.4600978284,nan,nan
24.233999104,3.6567541986,-3.9135203832,1.0484976631,-1.7365568537,2.8718081662,0.1952359746,nan,nan
24.265999104,3.9185133193,-4.0782850403,0.9309068979,-1.8027287277,3.1224440874,0.3005103556,nan,nan
24.3,4.2186464904,-3.8349312713,1.1005188238,-1.9320974163,2.648841041,0.372917337,nan,nan
24.332999424,4.2478416905,-4.0647949044,0.942999185,-1.7998892187,2.2366224855,0.2144841812,4.4535915993,1.5835715631
24.366000896,4.047154358,-3.8867910224,1.0819147289,-1.8201642857,3.1864916101,0.4026037962,nan,nan
24.39900032,3.6674898209,-3.9278492673,1.0038255007,-1.7733125679,2.9377905325,0.1602149736,nan,nan
24.432999168,4.2681805814,-4.0018810093,1.4070393063,-1.8247123639,2.6698799247,0.1315360958,nan,nan
24.46600064,3.9874129181,-4.0076341165,1.4864196259,-1.8368772794,2.9570361507,0.200558103,nan,nan
24.499999488,4.1766639877,-4.0559167889,1.0972706896,-1.8423562141,2.5749035592,0.1987946699,nan,nan
24.53300096,4.2935810134,-3.8516619864,1.5111545171,-2.006491915,3.1895128228,0.0982720438,nan,nan
24.56500096,nan,nan,1.5591419447,-1.8412844157,3.0061264194,0.1586248006,nan,nan
24.599999232,4.23465908,-3.9833572926,1.1803459323,-1.910259195,2.9762986156,0.4140958217,nan,nan
24.633000704,3.8803724325,-3.9272530426,1.4228553963,-2.0057402837,2.5652293807,0.194800127,nan,nan
24.666000128,4.0726437328,-4.0327505722,1.6028648426,-2.0992557954,2.4905956318,0.0596318653,nan,nan
24.700001024,4.4461233908,-4.1857046076,1.1625685063,-2.0733079362,2.4584045774,0.1490739737,nan,nan
24.733000448,4.3607078698,-4.0556882507,1.0779229334,-2.1399013832,2.5955199163,-0.0412187018,nan,nan
24.765000448,4.4954788248,-4.2499284147,1.381089278,-2.146118833,2.8879768121,0.0126644561,nan,nan
24.800000768,4.057734993,-4.10095145,1.5243872155,-2.0668457957,2.8199398313,-0.0132988853,nan,nan
24.839000832,4.0185629589,-4.2229604952,0.5840550353,-2.0048261875,2.3858932861,0.1814674976,nan,nan
24.868999936,3.90226729,-4.2009711776,1.33741623,-2.0179027952,2.8538483995,0.0191137098,nan,nan
24.90499968,4.2473754634,-4.2706480184,1.2973397047,-2.3257216103,2.0064844239,0.0762817737,nan,nan
24.937999104,4.4645242434,-4.2057187,0.667241983,-2.0862485318,2.6891425054,-0.2124986755,nan,nan
24.96599936,nan,nan,0.5332170665,-2.2861888395,3.0950853025,-0.1231550919,nan,nan
25.000000256,nan,nan,1.5352030388,-2.1987647665,2.1527793714,0.0865207961,4.4258536258,1.2999266383
25.03299968,4.2479896779,-4.3186235522,1.1688222628,-2.2554594637,2.4500616516,0.1065765375,nan,nan
25.065999104,4.1561328321,-4.3975668183,1.1109705283,-2.2316421471,2.3339533645,-0.117628132,nan,nan
25.1,4.4536952266,-4.1204003033,1.1052553818,-2.2890390078,2.6056182864,-0.0247231049,nan,nan
25.132999424,4.3853693524,-4.286187042,1.0467891631,-2.3169544583,2.4770304578,-0.1844569086,nan,nan
25.166000896,4.4786658916,-4.4183730972,1.1422195118,-2.3693371347,2.8128164813,-0.1326376296,nan,nan
25.199999744,nan,nan,1.3713364531,-2.4084388799,2.908035162,-0.1287573757,nan,nan
25.232999168,nan,nan,1.460835535,-2.2460195031,3.1221576743,-0.0403922382,nan,nan
25.26600064,3.8427243749,-4.4324721751,1.5163857045,-2.4223327135,2.8866972219,-0.1205926325,nan,nan
25.299999488,nan,nan,1.7284932919,-2.413974906,2.6442945012,-0.125685147,nan,nan
25.33300096,nan,nan,1.2145101925,-2.4505439415,3.3613969396,-0.5085495209,nan,nan
25.366000384,4.0576112906,-4.2655372039,1.4732294143,-2.4141565284,2.0335621322,-0.1223377054,nan,nan
25.399999232,nan,nan,1.3927186898,-2.4277155321,2.4161325639,-0.3385921643,nan,nan
25.433000704,3.7349604154,-4.3508133239,1.3236972327,-2.4168804117,2.558086905,-0.2148603797,nan,nan
25.466000128,4.3571933414,-4.3760817606,1.0859019786,-2.5994952535,2.2860933042,-0.247510875,nan,nan
25.498999552,4.4184426477,-4.7547953241,0.8961422944,-2.5404054526,2.2640810284,-0.2877347562,4.4816919548,0.9062814878
25.533000448,nan,nan,1.8594670365,-2.4336597102,2.4842645749,-0.3979544179,nan,nan
25.565999872,nan,nan,0.9876341418,-2.4455970913,2.4166542707,-0.352468253,nan,nan
25.600000768,4.1779314504,-4.6602840946,1.5149452315,-2.6413698963,2.7662191212,-0.458592579,nan,nan
25.633000192,4.3176616236,-4.5275551562,1.769474689,-2.4237757454,2.5826045905,-0.231521678,nan,nan
25.665999616,4.1219163883,-4.5017769467,1.315916266,-2.6414770346,2.7309074303,-0.4628664146,nan,nan
25.69899904,4.4703648361,-4.6996189871,1.5774329558,-2.7225021828,2.4808030631,-0.3704720769,nan,nan
25.732999936,nan,nan,1.6795501574,-2.7641623023,2.7893957232,-0.591764754,nan,nan
25.764999936,nan,nan,1.5988882546,-2.6829940364,2.1981434935,-0.2859925282,nan,nan
25.799000832,4.4866816022,-4.5172144376,1.6541014084,-2.761769119,2.4536406753,-0.5432961993,nan,nan
25.836,4.128678475,-4.5290616115,1.5586579083,-2.714133902,2.2638295307,-0.5088640603,nan,nan
25.865999104,4.1308253534,-4.7704270738,1.4095173783,-2.8291755705,2.4538819483,-0.5676638331,nan,nan
25.9,nan,nan,1.2974111461,-2.9410951672,2.294680706,-0.4563954293,nan,nan
25.932999424,nan,nan,1.581494859,-2.7152145326,2.154869144,-0.4710159281,nan,nan
25.966000896,4.4516932172,-4.6426529314,1.7883898479,-2.7161209344,2.4031021948,-0.575025522,nan,nan
25.999999744,4.2495693344,-4.6991286044,2.0638823473,-2.792914258,2.8151955742,-0.5163391525,nan,nan
26.032999168,4.4022219095,-4.5271969324,1.3373419216,-2.9463836407,2.6168927093,-0.4604325535,nan,nan
26.06600064,4.2332911232,-4.7111808558,1.123902341,-2.7460513019,2.2075446574,-0.4765957488,nan,nan
26.099000064,4.2090763857,-4.5826130801,1.4880715674,-2.8127766349,2.4444069993,-0.5039734114,nan,nan
26.13300096,3.9497445738,-4.5747470356,1.6853443826,-3.0033056819,2.4895311084,-0.3876620218,nan,nan
26.16500096,nan,nan,1.7453071859,-2.8234623603,1.8825426978,-0.4193071966,nan,nan
26.199999232,4.0092751516,-4.6948381666,1.9713830115,-2.7352104992,2.2702268732,-0.4307369087,nan,nan
26.233000704,nan,nan,1.8074672459,-2.7875617169,2.6708452958,-0.6269184872,nan,nan
26.262999808,4.3088014262,-4.6975428741,1.2542752494,-2.679947669,2.4890125081,-0.4348468337,4.4626112472,0.8965506988
26.300001024,nan,nan,1.2344277236,-2.7384150572,1.7385458735,-0.6396032768,nan,nan
26.333999872,nan,nan,1.215991665,-2.7430295148,2.364378737,-0.4228145657,nan,nan
26.365999872,4.0453796015,-4.7020144631,1.292960149,-2.7847513948,2.3020432888,-0.6464533961,nan,nan
26.400000768,4.2387215231,-4.3173922604,1.4526900826,-2.8259064324,2.4564218197,-0.4853012399,nan,nan
26.433000192,nan,nan,0.8434485333,-2.7292459476,2.2383182991,-0.5544002472,nan,nan
26.465999616,4.094774334,-4.6877664499,1.6551102181,-2.7652297505,2.9505423291,-0.6080067865,nan,nan
26.500000512,4.3199641848,-4.7545351282,1.6594482908,-2.8648069472,2.1578627706,-0.6939012153,nan,nan
26.532999936,nan,nan,1.5903568332,-2.7481211566,2.2677052997,-0.5427512216,nan,nan
26.56599936,4.3481327884,-4.7388794353,1.2248132316,-2.8461081096,2.5860955344,-0.6285541048,nan,nan
26.600000256,4.3017103914,-4.6526855434,1.2149740205,-2.822774431,2.3714643168,-0.6121700308,nan,nan
26.63299968,nan,nan,1.5850251935,-2.7553714131,2.9015891072,-0.7894951373,4.4056413997,0.7795169123
26.66199936,4.4637041869,-4.6434128392,1.5884777489,-3.0442098572,2.3759084458,-0.5402018316,nan,nan
26.7,nan,nan,2.0433754159,-2.8309371719,2.1906205818,-0.7822834419,nan,nan
26.736999168,nan,nan,1.6488965049,-3.0706962789,1.9946474391,-0.6718387659,4.3496969171,0.9171450515
26.767999744,4.1778129258,-4.6081133787,1.3936467841,-2.850225959,2.3503670509,-0.5488418797,nan,nan
26.799999744,4.3746934952,-4.6911655797,1.4195562876,-2.8566506094,2.5186427639,-0.6662254496,nan,nan
26.832999168,4.2907852211,-4.7073575654,2.0530546316,-2.8133055473,2.0111895391,-0.5846329248,4.2573727319,0.8664433662
26.86600064,nan,nan,1.4069088798,-2.7790548942,2.5395219811,-0.723648158,nan,nan
26.899999488,4.4267745839,-4.6783178914,1.1520226923,-3.1005062285,1.6330257585,-0.4476484342,4.4787779035,0.7826357125
26.93300096,4.4305067579,-4.7572395514,1.4243741841,-2.7814620128,2.0645850976,-0.6184276243,nan,nan
26.963999488,nan,nan,1.6402146903,-2.7361879161,2.297072958,-0.5012012296,nan,nan
26.99700096,4.3279781028,-4.6812225804,1.605697825,-3.0011962969,1.9475592953,-0.6298941011,nan,nan
27.033000704,nan,nan,1.6214825757,-2.787666259,2.7366248681,-0.6563832198,nan,nan
27.066000128,4.1326236242,-4.5826448507,1.2899488141,-3.0297845406,2.5344237579,-0.7779256054,nan,nan
27.099998976,nan,nan,1.5043276616,-2.817864955,1.9452708397,-0.4279929045,nan,nan
27.133000448,4.3404749448,-4.4185908632,1.1875916205,-2.9267940846,1.6180270999,-0.7527917436,nan,nan
27.165999872,4.1460211559,-4.5756178163,0.9546550171,-2.75902806,2.1935656868,-0.6025504131,nan,nan
27.200000768,nan,nan,1.6763944421,-2.8317840843,2.3957084356,-0.5388028599,nan,nan
27.233000192,4.0686124586,-4.5592338229,1.3371881975,-2.859997446,1.8412169964,-0.5438665475,4.3504400044,0.9860868459
27.273999104,nan,nan,1.5130824693,-2.9793577199,1.8637994345,-0.6701530536,nan,nan
27.300000512,4.4360069737,-4.5964447095,1.354958218,-2.7133796304,2.2364589389,-0.4100489528,4.4770142988,0.9679235719
27.332999936,nan,nan,1.8058997997,-2.8356133086,2.1671800538,-0.663019183,nan,nan
27.364999936,4.2622698106,-4.743037011,1.7073127782,-2.8124724726,2.5759914849,-0.7124334297,nan,nan
27.399000832,4.073834521,-4.5247652888,2.0128404811,-2.7340745473,2.1664960756,-0.7673972243,4.4260826647,0.9859904182
27.43299968,nan,nan,2.1499447557,-2.7040143281,2.636985333,-0.5328486593,nan,nan
27.465999104,4.0488079684,-4.5397163526,1.7852450897,-2.8444202279,2.2808706819,-0.4228855686,4.4650827975,0.7282853772
27.5,nan,nan,1.5621514742,-2.875162988,1.9797749595,-0.5685922232,nan,nan
27.532999424,4.3455459024,-4.6264482162,1.4183007662,-2.9759734507,2.3217503404,-0.7777564216,4.3428553987,1.0897006617
27.564,4.2353761798,-4.6022846589,1.8110678776,-3.1319735689,2.1562927199,-0.5231685881,4.4774930749,0.9270379355
27.599999744,nan,nan,1.6008373332,-2.7892244178,2.6143321842,-0.5369913798,4.1772998921,1.027790066
27.631999744,nan,nan,1.9113035363,-2.8294344758,2.1683135505,-0.656294158,nan,nan
27.66600064,nan,nan,1.8699219147,-2.9258097813,2.0673845439,-0.6033340703,nan,nan
27.695999744,nan,nan,1.6684655001,-2.7560424104,2.176828373,-0.7392337253,4.4908438163,0.9465463991
27.73300096,nan,nan,1.6908286637,-2.8686220854,1.7211572746,-0.5784390043,nan,nan
27.766000384,3.9516576496,-4.5531831576,1.9775886499,-2.9015436821,1.9243698352,-0.6090533848,nan,nan
27.799999232,3.8799223731,-4.56878947,2.6088768088,-2.7225532177,1.52458064,-0.6698660166,nan,nan
27.833000704,4.3384968786,-4.5244734162,1.8571799274,-2.7953495848,1.5827229544,-0.5880348224,4.1756806012,1.029984586
27.866000128,nan,nan,2.2188145023,-2.7852150642,2.3281682725,-0.4931322324,4.182098621,0.9502959534
27.900001024,nan,nan,1.9187207896,-3.0706551651,2.4044114804,-0.750167928,nan,nan
27.933999872,4.0458427205,-4.5893146199,1.9798168162,-2.7395881884,1.8782513402,-0.4585047321,nan,nan
27.965999872,nan,nan,2.2166303837,-2.8994142208,1.8699005475,-0.6218931038,4.0597570306,0.9078280094
27.998999296,nan,nan,1.6735511216,-2.8361786053,1.309405823,-0.675240753,nan,nan
28.033000192,nan,nan,1.5626337075,-2.7022552625,2.3809937813,-0.4361792325,nan,nan
28.065999616,nan,nan,1.7253259698,-2.8424120677,1.9203490008,-0.6050919636,nan,nan
28.100000512,nan,nan,1.6163308645,-2.8005060078,2.1803942781,-0.6916590666,nan,nan
28.132000512,nan,nan,1.9048044344,-2.8094638364,2.0970454499,-0.6111472747,4.4428079058,0.8939830571
28.16599936,4.3573472207,-4.6077479656,1.9519229105,-2.8071366966,1.8808499311,-0.7478022377,4.1636419116,0.8140439806
28.200000256,4.3033242514,-4.4011020375,1.7810331231,-2.8626169431,2.3998731872,-0.7518184338,3.9940843341,1.1217822175
28.232000256,nan,nan,1.7943517269,-2.7422721782,2.0800304381,-0.529472772,4.3511226382,1.1162078359
28.27100032,nan,nan,2.2054202833,-2.8795789096,2.6811303915,-0.7242853957,4.4860582081,1.047821827
28.300999424,nan,nan,2.0083345863,-2.8359116908,1.8324910225,-0.665439991,nan,nan
28.332,4.4688551747,-4.3691512036,1.7871218429,-2.6982018903,2.2747043697,-0.6966944095,4.4670131791,1.012753977
28.364999424,nan,nan,1.863304825,-2.8175152578,1.9781296355,-0.6686464981,4.2419079612,1.102183958
28.399999744,nan,nan,1.8951581443,-2.855755994,1.7211901739,-0.7129970482,4.2789764749,1.1337878324
28.431999744,4.355014947,-4.615324024,1.7142891601,-2.8462722747,1.857977578,-0.6265532743,4.0171751084,0.9087009017
28.46600064,4.0659889008,-4.5077987878,2.1835637202,-2.7975514925,2.0046825669,-0.7031340525,nan,nan
28.499999488,nan,nan,1.9464742017,-2.8656797489,1.7974731467,-0.6356142353,nan,nan
28.53300096,4.2255541556,-4.4907095216,2.3213327332,-2.8182683785,1.8136728608,-0.7408934029,4.3491156854,0.9978291719
28.566000384,nan,nan,1.8836523493,-2.8158757738,2.2125094961,-0.4809177484,4.1106980305,1.2058367054
28.598999808,4.1484944069,-4.3793358924,1.8007185186,-2.8438689448,1.7278829041,-0.6845490014,4.3877567383,1.0779093725
28.633000704,4.3583285345,-4.3295053685,1.8386693233,-2.8004776438,1.4875930373,-0.7233159043,4.4540914801,0.9816500397
28.666000128,4.4085092896,-4.3214073346,1.8144191197,-2.6502379865,1.9749097318,-0.5273182027,4.3538222957,1.0870543577
28.699998976,4.4804939965,-4.379477438,2.0242061313,-2.8705260943,1.7945403899,-0.3799686432,nan,nan
28.730999552,nan,nan,1.9882117804,-2.828249273,1.9833611301,-0.6062143296,4.4931789672,1.022949839
28.765999872,4.2339208171,-4.3903933493,2.2440336208,-2.7882483674,2.177746291,-0.6609304409,4.2568744156,0.868896229
28.800000768,4.3255431152,-4.456705789,1.8429145607,-2.8802688515,2.3118813481,-0.897633308,4.2912754735,1.055387396
28.833000192,nan,nan,2.5102240454,-2.8186106085,1.7128938542,-0.6440650632,4.3004407817,1.1286806562
28.865999616,4.2223571367,-4.3711632376,2.4749008468,-2.9514528055,1.5826047702,-0.5921576509,4.3261762092,1.0865917967
28.900999936,4.369970818,-4.4749237482,2.0646737831,-2.7929512235,1.6863000755,-0.5761105314,4.2266469683,1.1448743605
28.932999936,nan,nan,1.2967531585,-2.5563063688,1.6744114571,-0.6190141763,4.3726306759,1.0021279983
28.96599936,nan,nan,1.9373324459,-2.7050722929,1.7651248208,-0.6785528007,nan,nan
29.000000256,nan,nan,2.2928894565,-2.8874925917,1.9879031209,-0.680089668,4.4144537226,1.08568894
29.03299968,4.391750298,-4.2656547342,1.708149972,-2.7210910703,2.0836271364,-0.7000271756,4.0467610238,1.2676721354
29.065999104,4.2335763693,-4.4988026782,1.8668182831,-2.7999595986,1.5382917465,-0.4122745184,4.3886803043,1.0467576994
29.1,nan,nan,2.2295916823,-2.8204523806,1.693609114,-0.5596620719,4.2799547701,1.1460158883
29.132999424,3.9786432743,-4.3465820328,2.5137630524,-2.8614046437,1.42952161,-0.8703261229,4.1605886714,1.181560767
29.166000896,3.7881858656,-4.3841053929,1.9107351015,-2.8213627413,1.9053489492,-0.6166038938,4.0961596253,1.3331338777
29.19900032,4.1385047151,-4.2950481785,1.9068265835,-2.9265319427,1.9471242922,-0.5349801408,3.7494541935,1.0518373378
29.230000896,4.1778767346,-4.3861023339,2.0023099247,-2.9042651226,2.3522220208,-0.6363603019,4.3171210078,1.1400035923
29.26600064,nan,nan,2.025422906,-2.9725172892,1.262251917,-0.4310318765,4.0778112152,1.1035633802
29.299999488,nan,nan,2.5238598372,-2.8424220587,1.5372176994,-0.5207067266,nan,nan
29.33300096,4.2354131199,-4.2846770703,1.5245693884,-2.7261170363,1.737925548,-0.7138317123,4.4906955183,1.2950394862
29.366000384,4.3195781766,-4.3796651045,2.2533258826,-2.8150515548,1.8766576681,-0.4817724519,4.1507323574,0.9801489204
29.399999232,4.0030110528,-4.191953734,2.0995424538,-2.7968689893,1.2738502234,-0.6070878636,4.0822104971,1.2222465564
29.433000704,nan,nan,2.5339791531,-2.7806136007,1.6580222509,-0.6983493531,4.039974436,1.306657258
29.465000704,4.3279601655,-4.2118124756,2.2443239331,-2.6289421876,1.8532894465,-0.6054814391,4.0925286722,1.0869781165
29.500001024,nan,nan,2.5912917454,-2.731626025,1.7501903509,-0.5834017094,4.4635210328,1.1477943014
29.533000448,4.1828626014,-4.2619581332,2.4414408842,-2.6857136873,2.3978151252,-0.6341636429,3.6980593512,1.2432066229
29.565999872,nan,nan,2.4689007416,-2.73366851,1.5035389263,-0.5025806712,4.4288093372,1.1982938047
29.600000768,4.1401918953,-4.2541282672,2.4371735065,-2.7888948997,1.4050301128,-0.5383020186,4.2379529414,1.2373814659
29.633000192,nan,nan,2.0060073203,-2.8098445722,1.3322084291,-0.5598634269,4.170293099,1.1191973967
29.665999616,nan,nan,1.8855680688,-2.7528670587,1.2399720313,-0.6917107532,4.1612137488,1.0892384074
29.70199936,nan,nan,2.5514638243,-2.7067077779,2.0383401112,-0.5271957251,nan,nan
29.732999936,nan,nan,1.9841785133,-2.7988203715,1.870107609,-0.4484629877,4.3495478865,1.2125634282
29.768000256,3.6202837339,-4.3261160979,2.05288381,-2.8222233021,2.2692390363,-0.5867255047,nan,nan
29.800000256,4.2913830135,-4.4148844914,2.9461354409,-2.6024871693,2.1958950348,-0.5862760493,4.1491224941,1.1615182521
29.83299968,nan,nan,2.4536044807,-2.6921528157,1.1889984193,-0.5487294691,nan,nan
29.865999104,4.097261612,-4.1449250934,2.2863265866,-2.7502107339,1.5441242133,-0.520384098,nan,nan
29.9,4.2154972724,-4.3064570108,2.9808032775,-2.6355103751,2.0244537813,-0.526769776,nan,nan
29.932999424,4.4063164046,-4.3247561609,2.4770075538,-2.7139394827,0.8641213258,-0.5742441148,nan,nan
29.966000896,nan,nan,1.9565729306,-2.6401900876,1.6401784223,-0.7958789117,3.634019861,1.2029970721
29.999999744,4.2851520826,-4.2063732076,2.9664269845,-2.825205234,2.0151622749,-0.5428919337,4.3190222763,1.2461144904
30.032999168,nan,nan,2.3719810896,-2.934703735,1.939153778,-0.6577469338,3.9356870454,1.239068012
30.06600064,nan,nan,2.8121882432,-2.9470367343,1.3927664573,-0.602939846,4.1713808418,1.2595959458
30.099999488,4.4200529421,-4.4718187178,2.4802437375,-2.9016777035,1.4891057119,-0.7235002236,4.1821576459,1.310048
30.13300096,4.4939467838,-4.2694551589,1.8505230753,-3.0006218354,1.2837894704,-0.814439272,4.1404876964,1.3056955153
30.166000384,nan,nan,2.4681920967,-2.7125588212,1.5915646725,-0.7590025068,3.8469552784,1.2299334233
30.199999232,nan,nan,1.9121802837,-2.7930992516,1.9019353243,-0.5081142644,4.1024408129,1.2541061695
