Time,Range,Bearing,Range,Bearing,Range,Bearing,Range,Bearing
50.7,1.4375278266,-6.6972091636,nan,nan,nan,nan,2.2242764204,-2.9506856844
50.730998528,0.8553998422,-6.5059875335,nan,nan,nan,nan,1.8921858984,-3.1183245415
50.765998848,1.397764431,-6.5806057779,nan,nan,nan,nan,1.8749470114,-3.0680818707
50.799999744,1.1434737952,-6.5465267957,nan,nan,nan,nan,1.7755600672,-2.8502590952
50.833001216,1.630046636,-6.5276696272,nan,nan,nan,nan,2.0774488268,-3.078464538
50.866998016,1.8436141307,-6.442082843,nan,nan,nan,nan,2.1788206834,-2.9714281071
50.899999488,1.5713304065,-6.466409273,nan,nan,nan,nan,2.3284892886,-3.0367289383
50.93300096,1.3857132532,-6.8228819135,nan,nan,nan,nan,2.3692636711,-3.0605998552
50.965998336,1.8053771003,-6.4269974213,nan,nan,nan,nan,2.7970826704,-3.0419360557
51.000998656,0.8454434612,-6.7520379437,nan,nan,nan,nan,2.4860557386,-3.0440148278
51.03200128,1.2557655044,-6.490743662,nan,nan,nan,nan,2.4247451888,-3.0192656503
51.06599808,1.105405129,-6.631234774,nan,nan,nan,nan,2.4940462693,-3.1063613975
51.099998976,0.6846480922,-6.7864238245,4.345396839,-5.1234964753,nan,nan,2.6049645529,-3.1248048896
51.133000448,0.9462007595,-6.6634134058,nan,nan,nan,nan,2.511725517,-3.1382446732
51.16600192,1.4909476455,-6.7298586602,4.0435271489,-5.0782367268,nan,nan,1.9592528488,-3.2042852523
51.19999872,1.5098072054,-6.6675593003,4.4763002025,-5.0293894108,nan,nan,2.6292222975,-2.9239525842
51.233000192,1.461972783,-6.6590457449,4.059005164,-5.1776328661,nan,nan,1.8690669342,-3.1459214671
51.266001664,1.5255274649,-6.5975736202,nan,nan,nan,nan,1.9037755933,-3.0355860529
51.299998464,1.7169469775,-6.6316893372,4.4552466609,-4.9337250218,nan,nan,2.2766543562,-3.1943471727
51.332999936,0.8831419323,-6.5486179005,nan,nan,nan,nan,2.1701046608,-3.2575372952
51.366001408,1.6546228913,-6.6136653315,nan,nan,nan,nan,1.9952039368,-3.0343644798
51.399998208,1.7311785976,-6.7508035838,nan,nan,nan,nan,2.4627390363,-2.9816589947
51.43299968,0.6734713843,-6.755914597,nan,nan,nan,nan,2.5111508956,-3.1697049469
51.466001152,1.376140669,-6.7096825006,4.4790103906,-5.0663478477,nan,nan,2.5769584082,-3.0752527269
51.499997952,1.414484945,-6.6665989998,nan,nan,nan,nan,2.3258655951,-3.069832871
51.532,1.0000698681,-6.5931409538,nan,nan,nan,nan,1.8527946357,-3.2842492395
51.566000896,1.2052988703,-6.8997127275,nan,nan,nan,nan,2.5174084495,-3.2911895881
51.600001792,0.5796361044,-6.6821067513,nan,nan,nan,nan,2.053023667,-3.095737222
51.632999168,1.4346434818,-6.7817808928,4.4227670277,-5.0228084187,nan,nan,2.7811482694,-3.2444765519
51.66600064,0.812179792,-6.665797589,nan,nan,nan,nan,2.6228073494,-3.0888006927
51.700001536,1.2222758849,-6.9022176963,nan,nan,nan,nan,2.225764405,-3.1704230697
51.732998912,1.2504429422,-6.9773033105,nan,nan,nan,nan,2.5768482907,-3.2239272052
51.766000384,1.1984660975,-6.8222508622,nan,nan,nan,nan,2.6013423728,-3.2655802226
51.80000128,0.7804428113,-6.9562533261,4.3259774716,-5.1343515595,nan,nan,2.5668528702,-3.190005201
51.830999808,1.239164175,-6.8068813861,nan,nan,nan,nan,2.3949819276,-3.3981505402
51.866000128,1.2557486974,-6.7204933348,nan,nan,nan,nan,2.9154787451,-3.2381247642
51.900001024,0.7232921064,-6.8199594613,nan,nan,nan,nan,2.0328860468,-3.2566033418
51.9329984,0.7443650476,-6.7510722329,4.3937587792,-5.1475154789,nan,nan,2.1172467235,-3.2800963688
51.965999872,0.7193650223,-6.9365523929,nan,nan,nan,nan,2.4316491153,-3.0244298644
52.000000768,0.4710908233,-6.7771364027,4.4875607516,-5.1352742412,nan,nan,2.9616046584,-3.3262424771
52.032998144,0.7924382988,-7.0010389664,nan,nan,nan,nan,2.2553213986,-3.1628952432
52.065999616,0.8819792518,-6.9048888013,nan,nan,nan,nan,2.8131214924,-3.0851380225
52.100000512,1.1190606978,-6.9632948979,nan,nan,nan,nan,2.0878970568,-3.3103053486
52.133001984,0.8199189159,-7.0124349932,nan,nan,nan,nan,2.7826083859,-3.1955539776
52.16599936,1.1375439644,-6.7555411954,nan,nan,nan,nan,2.9438034951,-3.2530456377
52.200000256,0.9481133087,-6.885162439,4.3024169071,-5.3074112099,nan,nan,3.006571822,-3.4044331086
52.233001728,1.4294569744,-6.9450523123,nan,nan,nan,nan,2.281760035,-3.2730274235
52.26499968,0.7444505135,-6.8298191393,nan,nan,nan,nan,2.4011790431,-3.3153301667
52.3,1.3852241376,-7.0295033618,nan,nan,nan,nan,3.3898356445,-3.3605061004
52.333001472,0.8129918206,-7.2192762856,4.3457490952,-5.137204558,nan,nan,2.7376132282,-3.3313057984
52.365998848,0.7967122236,-7.1246852863,nan,nan,nan,nan,2.6335105556,-3.3449298294
52.399999744,0.9773077105,-6.9776711298,nan,nan,nan,nan,2.8126685764,-3.3718695848
52.433001216,0.9210722616,-7.3244454843,nan,nan,nan,nan,2.6794797397,-3.1495617121
52.465998592,0.617192857,-7.224719639,4.4583209672,-5.3430508614,nan,nan,2.5344978086,-3.269643394
52.499999488,0.9119528914,-6.9948478845,nan,nan,nan,nan,2.4384465043,-3.2892584644
52.53300096,1.3221193628,-7.0847905933,nan,nan,nan,nan,2.57657229,-3.4434871697
52.565998336,1.0446243748,-7.2054714619,nan,nan,nan,nan,2.4565407356,-3.3487930399
52.599999232,1.443332945,-7.1411432136,nan,nan,nan,nan,2.8917140079,-3.3787820023
52.633000704,0.9425054984,-7.2938234947,nan,nan,nan,nan,2.7270282761,-3.4691387684
52.66599808,0.9929480336,-7.1506005316,nan,nan,nan,nan,2.9280074783,-3.4274140448
52.699998976,0.8558303926,-7.2196290162,4.2850193536,-5.339322875,nan,nan,2.3926841991,-3.6266818033
52.733000448,1.135860346,-7.2378699065,nan,nan,nan,nan,2.2383650242,-3.323042427
52.76600192,0.8384465636,-7.2197741092,nan,nan,nan,nan,2.7270133882,-3.6059306268
52.79999872,1.1334862845,-7.4402734565,nan,nan,nan,nan,2.902106155,-3.6755326854
52.832000768,1.5097657253,-7.3006979081,4.4157981796,-5.5552304254,nan,nan,2.4851919837,-3.4908722455
52.866001664,0.7852118445,-7.4353192377,4.1297030833,-5.4867891096,nan,nan,2.5277911233,-3.5870909642
52.899998464,0.6320473488,-7.48487413,4.1280600778,-5.5164817554,nan,nan,2.5656277991,-3.6191190217
52.932999936,1.0620456813,-7.3846137465,nan,nan,nan,nan,2.1641633699,-3.6304688826
52.965001984,0.9003020502,-7.6986052811,nan,nan,nan,nan,2.6445421041,-3.6715759052
52.999998208,0.9112162031,-7.8175841574,3.8442280362,-5.554912192,nan,nan,2.8323607426,-3.7092388486
53.03299968,0.9933450184,-7.6255543199,4.233422675,-5.6722403195,nan,nan,3.226562188,-3.9482608511
53.066001152,0.6925100924,-7.701019978,4.328865959,-5.7261984673,nan,nan,2.2992981402,-3.8896646035
53.100002048,1.0984765195,-7.867659795,4.4677719827,-5.7944094996,nan,nan,2.6854329352,-4.0726073794
53.132999424,1.3818671266,-7.9665904158,4.1998980526,-5.8877051356,nan,nan,3.2341996345,-4.015514935
53.166000896,0.6598367034,-7.9116609419,4.484865059,-5.8859720378,nan,nan,3.5418637426,-4.0925120434
53.198998272,0.7278543464,-8.0534730575,nan,nan,nan,nan,2.3490077239,-4.2168787733
53.232999168,0.5137374651,-8.1161719878,4.3756819938,-6.0148811083,nan,nan,2.4341531978,-4.0743609267
53.26600064,0.9753814426,-8.2195171184,4.0640553693,-6.1822492918,nan,nan,2.681575543,-4.1193966674
53.300001536,1.3313604505,-8.1505837396,nan,nan,nan,nan,2.7447527939,-4.2014298546
53.333998336,0.8466235318,-8.1612354824,nan,nan,nan,nan,2.3711636065,-4.3109795339
53.366000384,1.1444595999,-8.2594488278,nan,nan,nan,nan,2.739011126,-4.4103152074
53.40000128,0.5698735832,-8.3447718658,3.9917288725,-6.2568278892,nan,nan,2.6796014984,-4.4262765826
53.431999232,1.2543478742,-8.3804878333,4.34050049,-6.2746008829,nan,nan,2.6123375124,-4.3747314197
53.466000128,0.5770332681,-8.4720429389,nan,nan,nan,nan,2.4137172165,-4.3259533343
53.500001024,0.6308282757,-8.3691941794,nan,nan,nan,nan,2.7370864274,-4.3756571132
53.5329984,1.5777621149,-8.4916844361,4.2104939933,-6.2948114688,nan,nan,2.7034380828,-4.407431432
53.565999872,1.4331055621,-8.5350820814,nan,nan,nan,nan,3.0415550445,-4.4526933138
53.600000768,1.0352769608,-8.4160319208,4.402604424,-6.2119008208,nan,nan,2.3749300871,-4.4884161325
53.632998144,0.984223323,-8.3917565487,4.1379622948,-6.4821955115,nan,nan,2.4000601983,-4.6520329227
53.665999616,1.0623772815,-8.3109682988,nan,nan,nan,nan,2.6605957912,-4.5170155468
53.700000512,0.4363022227,-8.4467525864,4.2951299838,-6.3692211689,nan,nan,2.8777876094,-4.5088731771
53.731998464,1.361931909,-8.345864022,nan,nan,nan,nan,3.3340763597,-4.4881063178
53.76599936,0.7578562406,-8.3331160113,nan,nan,nan,nan,2.9969215611,-4.3227666064
53.800000256,0.8338290368,-8.5612329762,3.9928283309,-6.5284182903,nan,nan,2.7466036328,-4.27609784
53.833001728,0.9219134644,-8.4128436204,4.1682456426,-6.3928038561,nan,nan,2.1904458595,-4.4910020123
53.865999104,0.4014231124,-8.4903629837,4.3953104904,-6.2334264313,nan,nan,2.567094641,-4.3945837266
53.9,0.8826142206,-8.3002951584,4.3686578059,-6.3616722349,nan,nan,2.4069700847,-4.4141864012
53.933001472,0.3209780524,-8.4265847323,nan,nan,nan,nan,2.7749958663,-4.3464743807
53.965998848,1.3727171963,-8.4540631511,4.3167430425,-6.4119939618,nan,nan,2.5930097509,-4.407043936
54.002998016,0.2399627769,-8.2971215278,nan,nan,nan,nan,3.1957593859,-4.2664193773
54.033001216,1.5442637386,-8.5315084156,nan,nan,nan,nan,3.2374055237,-4.3170745292
54.065998592,1.0885330304,-8.4393985532,4.3364518335,-6.3635589624,nan,nan,3.2250042973,-4.2986943679
54.099999488,0.6233545622,-8.2658176559,4.1893955552,-6.4170077845,nan,nan,3.2395549705,-4.4442484658
54.13300096,0.8723699146,-8.3542231633,nan,nan,nan,nan,3.1802048746,-4.3047675934
54.165998336,1.1111490151,-8.3846310128,nan,nan,nan,nan,2.688809803,-4.4538919635
54.198999808,0.8781614627,-8.4223334031,4.3514181462,-6.4634342452,nan,nan,3.1010112001,-4.3680880722
54.23200128,0.7796580529,-8.6693681656,nan,nan,nan,nan,2.6731565899,-4.4959629507
54.264998656,1.0829205552,-8.2828743104,4.0664949916,-6.4359576064,nan,nan,2.7702724984,-4.4623366879
54.299998976,1.1351650524,-8.2619603105,nan,nan,nan,nan,2.5253863667,-4.5325855613
54.333000448,0.8873995093,-8.358228852,3.7521103203,-6.3936868047,nan,nan,2.4899136524,-4.5011871027
54.36600192,1.2128601934,-8.3460455735,nan,nan,nan,nan,2.4415554336,-4.6627378395
54.39999872,1.0613635557,-8.5522944705,4.0460774698,-6.3790937844,nan,nan,2.9272550073,-4.5127049122
54.433000192,0.6080209697,-8.3977614208,4.156801008,-6.4444006361,nan,nan,2.6602874671,-4.4638174706
54.466001664,1.1618913103,-8.5311706194,4.3303695622,-6.4564287186,nan,nan,3.2019592657,-4.4343454409
54.49899904,1.0946029393,-8.3989214986,nan,nan,nan,nan,2.4439813683,-4.5441702841
54.532999936,0.4958785925,-8.2604405947,nan,nan,nan,nan,3.2089980664,-4.356555623
54.566001408,0.9185118618,-8.3857588247,nan,nan,nan,nan,2.8667138001,-4.3670751317
54.599998208,1.3034286681,-8.3195750957,nan,nan,nan,nan,2.8955245289,-4.4003094056
54.63299968,0.7531455092,-8.3268808085,nan,nan,nan,nan,3.3355222854,-4.3822213685
54.666001152,0.6584336164,-8.528758212,nan,nan,nan,nan,2.7578673534,-4.6563349788
54.698998528,0.9217925776,-8.3977885783,nan,nan,nan,nan,2.5025455197,-4.3528794523
54.732999424,0.705017535,-8.2902480329,4.4836876072,-6.3298002263,nan,nan,3.3714785914,-4.4605429154
54.766000896,1.0630431451,-8.436088506,nan,nan,nan,nan,2.4870529647,-4.4408105127
54.80200064,0.9035829356,-8.5461564691,4.2011869011,-6.4627537532,4.4617620964,-5.4681620877,2.2846735822,-4.2376998535
54.836001536,1.0858919513,-8.4907044836,4.1430982339,-6.3353189849,nan,nan,2.5139508981,-4.5067628069
54.86600064,1.246081753,-8.3930759376,nan,nan,nan,nan,3.1480496742,-4.3888432195
54.900001536,1.1353785467,-8.2934439701,nan,nan,nan,nan,3.0392173894,-4.4340445989
54.931999488,1.2572648853,-8.543950839,3.6075739612,-6.3666346537,nan,nan,2.8176861758,-4.2288806564
54.966000384,1.1926889875,-8.4391516185,4.2244959264,-6.3969097768,nan,nan,3.4844095693,-4.5204729679
55.00000128,0.6706167266,-8.4436299127,nan,nan,nan,nan,2.5573624435,-4.2629906194
55.032998656,1.3333226427,-8.4786047662,nan,nan,nan,nan,2.6920903057,-4.4207437116
55.066000128,1.4691926688,-8.488111987,4.3387177758,-6.3596265809,nan,nan,2.5794965622,-4.5578781886
55.100001024,0.9625574385,-8.4536175537,4.3275431012,-6.3628680057,nan,nan,2.4525476517,-4.5413443765
55.131998976,0.439243997,-8.2916557916,nan,nan,nan,nan,2.8534667229,-4.5995399244
55.165999872,1.1416040526,-8.421968149,4.4983726551,-6.5160045995,nan,nan,2.7535648403,-4.5645867223
55.200000768,0.8814394618,-8.4417962778,4.1459037336,-6.3476057954,nan,nan,2.9032465266,-4.354502273
55.232998144,1.329805728,-8.3356260157,4.0141777322,-6.3077733204,nan,nan,2.9345327765,-4.4640921482
55.265999616,0.616907192,-8.4881823252,3.8798849284,-6.3883687577,nan,nan,3.1602708553,-4.4421580322
55.300000512,0.3181347434,-8.4795360153,nan,nan,nan,nan,2.8649716326,-4.3235548899
55.331998464,1.2743001775,-8.3484470308,nan,nan,nan,nan,2.097419909,-4.4080031953
55.364000512,0.911873535,-8.4610017164,nan,nan,nan,nan,2.8517368813,-4.5567312326
55.400000256,0.996499619,-8.3856296304,4.0902773606,-6.3795796766,nan,nan,2.915340021,-4.4162137604
55.433001728,0.7597159082,-8.3306401973,nan,nan,nan,nan,2.9232877581,-4.430482514
55.465999104,0.8800537913,-8.4152183618,nan,nan,nan,nan,3.2664031639,-4.3689683797
55.5,0.4762644071,-8.3920553532,4.3044889986,-6.4983429003,nan,nan,2.3657090178,-4.3501519857
55.533001472,0.7951163167,-8.2937881703,nan,nan,nan,nan,2.9367132736,-4.3157054406
55.565998848,0.7301146836,-8.3268206345,nan,nan,nan,nan,2.9757328492,-4.2908021152
55.599999744,0.6471069763,-8.3541926908,4.1685544976,-6.540473914,nan,nan,2.8351147677,-4.45700213
55.633001216,0.577726704,-8.409807047,nan,nan,nan,nan,2.9979739436,-4.6190108706
55.663999744,0.7099659542,-8.4541939939,nan,nan,nan,nan,2.8909379582,-4.224572191
55.699999488,1.0487566682,-8.3354324602,3.8598404935,-6.3155798737,nan,nan,2.8436796584,-4.4457896904
55.73300096,1.3002063203,-8.4556677316,nan,nan,nan,nan,3.0110216396,-4.4485202846
55.765998336,0.655091969,-8.4367246383,4.366323312,-6.3258128584,4.4873123494,-5.7167546258,2.8873994132,-4.3670383152
55.799999232,1.612880323,-8.3943946015,nan,nan,nan,nan,3.0948292147,-4.3698718596
55.833000704,0.5660887229,-8.3713549945,4.4230941337,-6.2819467327,nan,nan,2.6596584442,-4.2720477045
55.86599808,1.305187405,-8.336159065,4.2399802592,-6.369129334,nan,nan,3.4206673419,-4.4037703303
55.899998976,0.8905243257,-8.3776648686,nan,nan,nan,nan,3.2715736848,-4.3658369809
55.933000448,0.4619943035,-8.4199337094,4.3057642772,-6.3933623921,nan,nan,2.3408010135,-4.4437007103
55.96600192,0.8889224237,-8.2598864916,nan,nan,nan,nan,3.4383883325,-4.4481718941
55.99999872,1.1144448545,-8.4062860349,4.354922713,-6.5303366039,nan,nan,2.5760827005,-4.1926167375
56.033000192,1.1924048096,-8.3835408497,nan,nan,nan,nan,2.7726316526,-4.3688918405
56.066001664,0.6469096354,-8.5147876941,nan,nan,nan,nan,3.0330997715,-4.5567563146
56.099998464,1.0875495435,-8.4092339751,nan,nan,nan,nan,3.4076901375,-4.5603111295
56.132999936,0.9363898678,-8.4364705521,nan,nan,nan,nan,2.63073193,-4.5729931102
56.166001408,1.0077066546,-8.4802280985,nan,nan,nan,nan,2.2155953596,-4.3897800238
56.199998208,0.9565335143,-8.509479509,4.3580571605,-6.3272141604,nan,nan,2.7611062492,-4.4500179274
56.23299968,1.5845826492,-8.2941788159,nan,nan,nan,nan,2.5982466711,-4.5742956454
56.266001152,0.6938414666,-8.3544631288,4.2182013311,-6.4598453829,nan,nan,3.0482348694,-4.5703943421
56.300002048,1.211279742,-8.3617741677,nan,nan,nan,nan,2.7160247056,-4.7071834022
56.332999424,1.283585055,-8.5247463195,nan,nan,nan,nan,2.5188426871,-4.4625232206
56.366000896,1.0186475048,-8.4299773562,4.3280801475,-6.3719767263,nan,nan,2.8177192348,-4.4131179487
56.400001792,0.9176183414,-8.3380499602,nan,nan,nan,nan,2.3248833258,-4.4675673051
56.432999168,1.7282558696,-8.3657217317,4.3419276911,-6.3142109178,nan,nan,2.8630952826,-4.5016138845
56.46600064,0.9665236926,-8.2191961683,4.4921576224,-6.3823032187,nan,nan,3.3552221505,-4.5789808624
56.500001536,0.8966638897,-8.4730498412,nan,nan,nan,nan,2.7318164143,-4.3108859739
56.532998912,0.5819241534,-8.3408331861,4.4542399017,-6.4064940133,nan,nan,2.9882985471,-4.5929678341
56.566999808,0.6567598468,-8.7974076861,4.3797994873,-6.5024135027,nan,nan,3.3273671308,-4.4420363508
56.60000128,1.1532388283,-8.5231896716,nan,nan,nan,nan,2.980146634,-4.3262074682
56.632998656,1.7160852253,-8.3269452546,nan,nan,nan,nan,2.9820287896,-4.1714008968
56.666000128,0.9844618821,-8.4704445582,4.3919758183,-6.4523934625,nan,nan,2.4980187698,-4.1279975251
56.700001024,1.0929456658,-8.2622380398,nan,nan,nan,nan,2.5395140231,-4.4086588199
56.7329984,1.4424418451,-8.1935325886,nan,nan,nan,nan,2.7905092985,-4.5016744384
56.765999872,0.6723969897,-8.3906967962,4.246826379,-6.376507375,nan,nan,2.8727435552,-4.3625712973
56.800000768,1.3444153194,-8.4909095366,4.4603248945,-6.3464308372,nan,nan,2.7388308277,-4.4888259424
56.832998144,1.0239065791,-8.3729301592,nan,nan,nan,nan,2.7061867676,-4.6145744136
56.865999616,0.785763712,-8.398976114,4.4924009814,-6.199358251,nan,nan,3.1287343417,-4.3366142501
56.900000512,0.9667754273,-8.5169888094,nan,nan,nan,nan,2.4353456873,-4.4417467941
56.933001984,0.6578138874,-8.3491363702,4.1938897848,-6.2934912441,nan,nan,3.0106420442,-4.3048093845
56.96599936,0.7143250692,-8.4229480034,nan,nan,nan,nan,2.9504113206,-4.3474087991
57.000000256,0.6713103801,-8.4823964081,nan,nan,nan,nan,2.6069762107,-4.5470790423
57.033001728,0.5327869299,-8.3155104509,4.3331396019,-6.511483639,nan,nan,2.464081536,-4.6418766046
57.065999104,0.8896957381,-8.3584332503,4.3383897832,-6.2412144784,nan,nan,2.6931339291,-4.4037010111
57.1,0.892353163,-8.37588027,4.2741662546,-6.4347143496,nan,nan,2.4534957941,-4.3170591032
57.133001472,1.3397739794,-8.4567235909,nan,nan,nan,nan,2.4004753201,-4.4917474377
57.165998848,0.6793730111,-8.6022091089,nan,nan,nan,nan,2.9642872466,-4.3593982423
57.199999744,1.3861925431,-8.5357772356,4.3436667243,-6.445246732,nan,nan,2.3701605342,-4.319350359
57.233001216,1.3452967208,-8.4922911786,3.9659444286,-6.471489026,nan,nan,2.8519076673,-4.5183852535
57.268001536,1.1804807248,-8.3896427702,nan,nan,nan,nan,2.9175920829,-4.3029944154
57.299999488,0.7325635767,-8.3183682158,4.4911059449,-6.4015468862,nan,nan,2.7920656818,-4.3225867569
57.332001536,0.168990572,-8.3050518504,nan,nan,nan,nan,2.780992107,-4.3758638098
57.365998336,1.0478308521,-8.5512641547,4.2898921115,-6.3958251993,nan,nan,2.8086593318,-4.5339506159
57.399999232,0.7877981884,-8.2730346443,nan,nan,nan,nan,2.973393446,-4.5317831818
57.433000704,0.8444198889,-8.3535737075,nan,nan,nan,nan,2.7123194223,-4.2954953981
57.46599808,1.2317388431,-8.3727262741,3.9005676453,-6.237475966,nan,nan,2.1521039744,-4.4666623266
57.499998976,0.7440584075,-8.4031868631,nan,nan,nan,nan,3.4103074398,-4.3320773454
57.533000448,0.4825136539,-8.460155256,nan,nan,nan,nan,2.9740672203,-4.3285591477
57.56600192,1.014290262,-8.3783135337,4.3806835565,-6.4950065954,nan,nan,2.3577340924,-4.3999828193
57.59999872,0.6469820495,-8.4120780154,4.2573132672,-6.5469226262,nan,nan,2.8654209554,-4.549911794
57.632000768,1.0246847819,-8.3841679952,4.4534722913,-6.3746350176,nan,nan,2.3705535045,-4.4073427878
57.670998784,0.7616509386,-8.3495436181,3.9627376127,-6.2133915784,nan,nan,2.4745145744,-4.4693806112
57.704000256,1.1605513758,-8.4275253126,4.3780048742,-6.1483664204,nan,nan,2.650187082,-4.2592538319
57.732999936,1.0156676307,-8.3973872078,nan,nan,nan,nan,2.7661007796,-4.27676816
57.766001408,1.0605291629,-8.4557876451,4.3786956439,-6.1035626952,nan,nan,2.5316691136,-4.4964915286
57.799998208,0.890885138,-8.3769897436,nan,nan,nan,nan,2.6422134289,-4.4961683464
57.83299968,1.0590938426,-8.2971627166,nan,nan,nan,nan,2.8495831273,-4.4094956366
57.866001152,1.3093986592,-8.3081418457,nan,nan,nan,nan,2.4322414745,-4.4545319738
57.899997952,1.1905543361,-8.3927302994,4.4571102765,-6.4186296375,nan,nan,1.9558416402,-4.5875553506
57.932999424,0.5136589667,-8.2968324353,4.059446992,-6.3464186982,4.4660258021,-5.7597967535,2.7976629076,-4.2753787212
57.966000896,0.7835926584,-8.4288481581,nan,nan,nan,nan,2.788660178,-4.3735372421
58.000001792,1.1646967383,-8.2980150165,nan,nan,nan,nan,2.7353376568,-4.4773165498
58.032999168,0.4613397171,-8.4494793494,4.1334383244,-6.3290545409,nan,nan,2.7865384058,-4.5693207145
58.06600064,1.0125514964,-8.3321215661,nan,nan,nan,nan,3.1654278277,-4.5843024265
58.10100096,0.4058852179,-8.4188672466,nan,nan,nan,nan,2.4549784131,-4.5089720833
58.132998912,1.0288012222,-8.4243113526,4.3031898861,-6.4211528738,nan,nan,2.5544176729,-4.2437734678
58.166000384,0.3976309151,-8.4488942653,nan,nan,nan,nan,2.390626464,-4.393199666
58.20000128,0.9437605462,-8.5632682758,4.1318766815,-6.2901281001,nan,nan,2.4422630583,-4.5134419147
58.232998656,0.9031533687,-8.445111056,4.1157092677,-6.3702040754,nan,nan,3.1930658822,-4.2556138216
58.266000128,1.6428926825,-8.5221911124,4.3993501842,-6.4536148486,nan,nan,2.8128788635,-4.5842155931
58.300001024,0.9486232015,-8.5375877739,4.4993962234,-6.3749413422,nan,nan,2.9110150228,-4.3606974774
58.3329984,1.3715541589,-8.38020476,nan,nan,nan,nan,2.7139834529,-4.4359051971
58.365999872,1.0082776277,-8.2378264738,nan,nan,nan,nan,2.4405359368,-4.3742306223
58.400000768,0.9316574074,-8.4564233487,nan,nan,nan,nan,2.5231519502,-4.4885238681
58.43199872,0.9078131166,-8.4273925134,4.3496655516,-6.2850181772,nan,nan,2.3172210839,-4.431240343
58.465999616,1.3918000174,-8.4352810603,nan,nan,nan,nan,2.7841852184,-4.4878552439
58.500000512,0.9073180862,-8.3715555615,nan,nan,nan,nan,3.2342004259,-4.2594132923
58.533001984,0.8838565353,-8.3704069608,nan,nan,nan,nan,3.055627648,-4.3613110678
58.56599936,0.7732701261,-8.2625942366,4.4150880889,-6.3672633637,nan,nan,2.8748868652,-4.4816120149
58.600000256,1.1781044467,-8.3615584562,nan,nan,nan,nan,2.6135172086,-4.3593189608
58.633001728,0.6908649456,-8.545961882,nan,nan,nan,nan,2.5596410172,-4.5038927831
58.665999104,0.6836639422,-8.2726119512,nan,nan,nan,nan,2.5754599537,-4.3735539965
58.7,1.4166759539,-8.4944914647,nan,nan,nan,nan,3.0185595768,-4.3136613764
58.732002048,1.0842563101,-8.3274128676,nan,nan,nan,nan,2.9001346136,-4.4957631773
58.765998848,1.3735170803,-8.4282767462,4.4881765752,-6.4654683748,nan,nan,2.8773825616,-4.4870473819
58.799999744,0.6534429145,-8.4477910632,nan,nan,nan,nan,2.8081497351,-4.4633275409
58.833001216,1.0471303226,-8.5894761481,4.3104810525,-6.1699451306,nan,nan,2.1333016603,-4.3685495006
58.865998592,1.0347560616,-8.378681665,4.4894665277,-6.3984025821,nan,nan,3.3178790867,-4.2317406406
58.900998912,1.2405406723,-8.4717030596,nan,nan,nan,nan,2.6256000758,-4.3893795716
58.93300096,1.1161607309,-8.6652259654,4.1519863484,-6.5008443844,nan,nan,2.7700336474,-4.3732886252
58.965998336,0.9476579828,-8.4490620853,4.4307167191,-6.3588090031,nan,nan,3.3444948134,-4.4142611835
58.999999232,1.1618039309,-8.3348131684,nan,nan,nan,nan,2.9015823151,-4.4523375727
59.033000704,0.8076994795,-8.3936312828,4.0284762692,-6.1560473238,nan,nan,2.8870597152,-4.3401798745
59.06599808,0.7749691001,-8.4759359047,nan,nan,nan,nan,3.035455758,-4.407890684
59.099998976,0.4811802348,-8.3436079674,nan,nan,nan,nan,2.6810227458,-4.3630408927
59.133000448,0.7990275286,-8.3269153224,nan,nan,nan,nan,2.8212836315,-4.2329024008
59.16600192,0.9429248292,-8.5950277179,4.3681297742,-6.327113031,nan,nan,2.9532112225,-4.4005518038
59.19999872,0.8723770937,-8.1763011718,nan,nan,nan,nan,2.6233900586,-4.3578751173
59.233000192,0.5625393787,-8.589337582,4.019901908,-6.5581249906,nan,nan,2.9137714908,-4.5367774217
59.266001664,1.4883674846,-8.2575878127,4.3787029011,-6.3281065716,nan,nan,2.4571089604,-4.4006434937
59.29899904,1.4031241748,-8.476325768,4.0681522934,-6.5549739735,nan,nan,2.4542676383,-4.3644427861
59.332999936,1.290881698,-8.2693168226,nan,nan,nan,nan,2.5085650887,-4.5375090178
59.366001408,1.3412567632,-8.4336707802,4.1347420551,-6.306573103,nan,nan,2.3870176889,-4.3149290337
59.398998784,1.3372185398,-8.350360901,nan,nan,nan,nan,2.7377822671,-4.3307957179
59.43299968,0.879067787,-8.286060655,nan,nan,nan,nan,3.0766113773,-4.5928303342
59.466001152,1.0214183077,-8.3660125834,nan,nan,nan,nan,2.7820228069,-4.4263363583
59.500002048,0.8244524871,-8.5186759474,4.4519240216,-6.296159941,nan,nan,3.3103151837,-4.3952573676
59.532999424,0.8891165063,-8.4340258802,nan,nan,nan,nan,2.4712300801,-4.3678638497
59.566000896,0.983710386,-8.4401585716,nan,nan,nan,nan,2.7492241098,-4.523702189
59.600001792,1.0667295307,-8.3779771535,nan,nan,nan,nan,3.2856468822,-4.5384199484
59.634998016,1.0219518123,-8.4661380217,4.0105794203,-6.3352366088,nan,nan,2.5257273997,-4.48844192
59.667000064,0.8068674265,-8.4029295612,nan,nan,nan,nan,2.3564290595,-4.4234642919
59.700001536,1.1601328599,-8.4169224737,4.2946271643,-6.2999007559,nan,nan,3.2279387547,-4.4335296985
59.732998912,0.7143439045,-8.6377706466,nan,nan,nan,nan,2.3290574649,-4.3932992125
